# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-s" "2" "-t" "CDS" "-g" "locus_tag" "--countReadPairs" "-a" "results/00_REFERENCE/bakta/reference_filtered.gff3" "-o" "results/04_COUNTS/counts.tsv" "results/02_MAPPING/CTRL_D1_R1/CTRL_D1_R1.sorted.bam" "results/02_MAPPING/CTRL_D1_R2/CTRL_D1_R2.sorted.bam" "results/02_MAPPING/CTRL_D1_R3/CTRL_D1_R3.sorted.bam" "results/02_MAPPING/PU239_D1_R1/PU239_D1_R1.sorted.bam" "results/02_MAPPING/PU239_D1_R2/PU239_D1_R2.sorted.bam" "results/02_MAPPING/PU239_D1_R3/PU239_D1_R3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	results/02_MAPPING/CTRL_D1_R1/CTRL_D1_R1.sorted.bam	results/02_MAPPING/CTRL_D1_R2/CTRL_D1_R2.sorted.bam	results/02_MAPPING/CTRL_D1_R3/CTRL_D1_R3.sorted.bam	results/02_MAPPING/PU239_D1_R1/PU239_D1_R1.sorted.bam	results/02_MAPPING/PU239_D1_R2/PU239_D1_R2.sorted.bam	results/02_MAPPING/PU239_D1_R3/PU239_D1_R3.sorted.bam
IODOLM_02734	contig_1	2886657	2886815	-	159	13	251	105	307	300	855
IODOLM_02735	contig_1	2886998	2887297	+	300	17	661	274	109	96	303
IODOLM_02736	contig_1	2887307	2887831	+	525	33	1209	526	388	404	786
IODOLM_02737	contig_1	2887878	2888282	-	405	2	34	25	132	138	461
IODOLM_02738	contig_1	2888951	2889400	+	450	136	3267	1980	1248	1582	3945
IODOLM_02739	contig_1	2889437	2889781	-	345	12	280	147	297	273	755
IODOLM_02740	contig_1	2889933	2890262	+	330	203	7088	3819	2252	2159	6842
IODOLM_02741	contig_1	2890510	2890755	+	246	29	801	507	411	398	1000
IODOLM_02742	contig_1	2890752	2891162	+	411	38	815	513	358	387	1013
IODOLM_02743	contig_1	2891135	2893279	+	2145	213	6450	4178	1657	1625	4129
IODOLM_02744	contig_1	2893289	2894248	+	960	31	1624	1141	744	644	1534
IODOLM_02745	contig_1	2894602	2895624	+	1023	17	189	132	4582	4393	8881
IODOLM_02746	contig_1	2895653	2895928	+	276	12	137	94	320	265	589
IODOLM_02747	contig_1	2895973	2896350	+	378	13	195	135	278	250	574
IODOLM_02748	contig_1	2896574	2897638	+	1065	8	192	119	510	392	1085
IODOLM_02749	contig_1	2897696	2898688	+	993	5	128	68	424	362	891
IODOLM_02750	contig_1	2898880	2899146	+	267	0	19	9	88	68	176
IODOLM_02751	contig_1	2899140	2900057	+	918	3	65	26	127	129	295
IODOLM_02752	contig_1	2900181	2900918	+	738	21	926	581	1003	935	2140
IODOLM_02753	contig_1	2900908	2901243	+	336	7	163	105	279	270	691
IODOLM_02754	contig_1	2901334	2901864	+	531	20	1019	639	1682	1587	3729
IODOLM_02755	contig_1	2901991	2903163	+	1173	15	462	257	1124	1027	2341
IODOLM_02756	contig_1	2903180	2904718	+	1539	12	482	269	805	782	1803
IODOLM_02757	contig_1	2904782	2905297	-	516	133	4076	2180	5271	4693	9441
IODOLM_02758	contig_1	2905447	2907003	-	1557	263	6275	3865	5170	4446	10292
IODOLM_02759	contig_1	2907076	2907504	-	429	24	670	414	488	493	1052
IODOLM_02760	contig_1	2907501	2908067	-	567	33	830	483	547	451	1109
IODOLM_02761	contig_1	2909525	2909710	-	186	420	10457	5364	12828	11723	22936
IODOLM_02762	contig_1	2909945	2912575	-	2631	944	26934	17296	13488	12661	28424
IODOLM_02763	contig_1	2912703	2913203	-	501	4	73	45	75	72	180
IODOLM_02764	contig_1	2913272	2914333	-	1062	256	6333	3480	3252	3266	6565
IODOLM_02765	contig_1	2914413	2914910	-	498	17	404	261	320	312	741
IODOLM_02766	contig_1	2915055	2916245	-	1191	35	708	440	644	545	1265
IODOLM_02767	contig_1	2916396	2916959	+	564	0	20	8	11	14	18
IODOLM_02768	contig_1	2916956	2917915	+	960	0	22	15	7	17	27
IODOLM_02769	contig_1	2917926	2918297	+	372	1	4	3	3	5	9
IODOLM_02770	contig_1	2918301	2919080	+	780	4	109	59	63	67	127
IODOLM_02771	contig_1	2919185	2919544	+	360	1	25	17	33	41	94
IODOLM_02772	contig_1	2919611	2920384	+	774	14	314	215	242	224	563
IODOLM_02773	contig_1	2920377	2921342	+	966	11	334	191	238	234	507
IODOLM_02774	contig_1	2921339	2922853	-	1515	70	1313	632	296	283	675
IODOLM_02775	contig_1	2923040	2924479	+	1440	10	229	129	254	215	569
IODOLM_02776	contig_1	2924476	2925609	+	1134	6	183	101	144	120	328
IODOLM_02777	contig_1	2925737	2927989	-	2253	21	546	277	535	467	1107
IODOLM_02778	contig_1	2928142	2928669	-	528	5	101	58	267	208	497
IODOLM_02779	contig_1	2928818	2929831	-	1014	21	465	184	75	61	206
IODOLM_02780	contig_1	2930088	2931545	+	1458	9	298	211	206	205	510
IODOLM_02781	contig_1	2931554	2932978	+	1425	16	414	255	311	287	696
IODOLM_02782	contig_1	2933137	2933607	-	471	29	499	241	202	211	464
IODOLM_02783	contig_1	2933600	2934010	-	411	4	89	44	67	46	147
IODOLM_02784	contig_1	2934007	2934774	-	768	1	75	51	60	57	146
IODOLM_02785	contig_1	2934774	2935316	-	543	1	24	10	36	21	73
IODOLM_02786	contig_1	2935326	2937035	-	1710	1	99	56	158	170	502
IODOLM_02787	contig_1	2937053	2937976	-	924	0	35	19	100	109	284
IODOLM_02788	contig_1	2937979	2939805	-	1827	3	87	63	421	353	878
IODOLM_02789	contig_1	2939802	2940413	-	612	0	30	21	299	235	616
IODOLM_02790	contig_1	2940538	2940999	-	462	1	39	29	296	198	614
IODOLM_02791	contig_1	2941211	2941561	+	351	1	37	24	50	61	146
IODOLM_02792	contig_1	2941565	2942437	+	873	8	240	160	301	274	580
IODOLM_02793	contig_1	2942428	2942700	+	273	0	48	18	51	38	92
IODOLM_02794	contig_1	2942700	2943821	+	1122	13	354	217	301	279	630
IODOLM_02795	contig_1	2943818	2944828	+	1011	30	565	345	345	321	927
IODOLM_02796	contig_1	2944902	2946980	+	2079	15	442	280	527	466	1176
IODOLM_02797	contig_1	2947017	2947370	-	354	16	375	150	137	116	258
IODOLM_02798	contig_1	2947447	2947581	-	135	0	4	4	3	3	14
IODOLM_02799	contig_1	2947657	2950218	+	2562	60	2210	1317	637	564	1322
IODOLM_02800	contig_1	2950324	2950980	+	657	0	19	12	25	34	81
IODOLM_02801	contig_1	2951031	2951798	-	768	34	787	412	166	159	374
IODOLM_02802	contig_1	2951994	2952902	+	909	2	77	52	40	41	82
IODOLM_02803	contig_1	2952899	2954065	+	1167	4	120	67	129	115	286
IODOLM_02804	contig_1	2954157	2954795	+	639	2	97	65	125	104	251
IODOLM_02805	contig_1	2954800	2955576	+	777	5	100	62	85	83	194
IODOLM_02806	contig_1	2955665	2957029	+	1365	6	286	149	149	128	367
IODOLM_02807	contig_1	2957123	2958115	-	993	3498	69332	36419	29242	28059	67802
IODOLM_02808	contig_1	2958178	2959317	-	1140	2142	42254	21560	9299	10249	24249
IODOLM_02809	contig_1	2959457	2960083	-	627	63	1349	796	876	795	1957
IODOLM_02810	contig_1	2960077	2960838	-	762	61	733	465	908	839	2017
IODOLM_02811	contig_1	2960819	2961868	-	1050	77	1145	772	1242	1162	2875
IODOLM_02812	contig_1	2961865	2962344	-	480	17	357	213	408	390	931
IODOLM_02813	contig_1	2962344	2963054	-	711	22	442	247	591	551	1308
IODOLM_02814	contig_1	2963073	2963384	-	312	41	570	335	447	433	1076
IODOLM_02815	contig_1	2963578	2963901	-	324	5	70	27	273	263	728
IODOLM_02816	contig_1	2963951	2964556	-	606	8	163	92	261	195	700
IODOLM_02817	contig_1	2964556	2965983	-	1428	43	987	558	1895	1629	5100
IODOLM_02818	contig_1	2965985	2966893	-	909	10	300	134	1372	1396	3816
IODOLM_02819	contig_1	2967145	2968182	+	1038	32	604	307	567	530	1307
IODOLM_02820	contig_1	2969133	2969417	-	285	4	176	110	80	80	187
IODOLM_02821	contig_1	2969419	2970336	-	918	8	250	169	250	226	530
IODOLM_02822	contig_1	2970352	2970951	-	600	12	124	73	159	187	372
IODOLM_02823	contig_1	2970938	2971612	-	675	3	63	33	121	132	307
IODOLM_02824	contig_1	2971615	2972706	-	1092	5	76	75	166	156	382
IODOLM_02825	contig_1	2972719	2973201	-	483	2	33	27	49	55	157
IODOLM_02826	contig_1	2973194	2974702	-	1509	2	105	83	102	98	294
IODOLM_02827	contig_1	2975117	2977783	-	2667	9	158	84	221	214	588
IODOLM_02828	contig_1	2978142	2978876	-	735	26	413	212	898	638	2117
IODOLM_02829	contig_1	2978951	2980663	-	1713	30	887	547	1971	1548	4739
IODOLM_02830	contig_1	2980663	2982462	-	1800	18	761	417	2052	1873	6197
IODOLM_02831	contig_1	2982778	2983143	+	366	2	133	94	180	183	415
IODOLM_02832	contig_1	2983221	2984492	+	1272	1	66	39	85	76	177
IODOLM_02833	contig_1	2984483	2984743	+	261	0	7	2	9	12	23
IODOLM_02834	contig_1	2984760	2985335	+	576	2	43	21	31	36	86
IODOLM_02835	contig_1	2985483	2986343	-	861	8	128	67	56	52	98
IODOLM_02836	contig_1	2986340	2987119	-	780	1	68	46	35	33	81
IODOLM_02837	contig_1	2987097	2988506	-	1410	0	65	48	45	49	112
IODOLM_02838	contig_1	2988528	2989982	-	1455	5	92	54	88	71	213
IODOLM_02839	contig_1	2990052	2990837	-	786	0	1	1	4	6	12
IODOLM_02840	contig_1	2991156	2992433	+	1278	1	10	10	14	18	31
IODOLM_02841	contig_1	2992460	2993938	+	1479	11	193	89	79	63	123
IODOLM_02842	contig_1	2995311	2995982	-	672	31	1430	668	673	583	1443
IODOLM_02843	contig_1	2996121	2996261	+	141	0	0	1	0	1	3
IODOLM_02844	contig_1	2997207	2998505	-	1299	1877	57129	34357	32551	29574	56184
IODOLM_02845	contig_1	2998593	3000230	-	1638	899	22868	13509	9487	8808	18639
IODOLM_02846	contig_1	3000458	3001249	-	792	69	955	526	1017	1033	2628
IODOLM_02847	contig_1	3001320	3001655	-	336	11	252	121	272	271	736
IODOLM_02848	contig_1	3001655	3001903	-	249	7	268	150	211	193	478
IODOLM_02849	contig_1	3001981	3003987	-	2007	101	2510	1488	667	686	1597
IODOLM_02850	contig_1	3003972	3004877	-	906	78	1552	916	788	723	1597
IODOLM_02851	contig_1	3004835	3005200	-	366	50	921	544	467	441	985
IODOLM_02852	contig_1	3005276	3005551	-	276	114	2201	1188	674	616	1430
IODOLM_02853	contig_1	3005599	3006900	-	1302	65	2088	1189	642	596	1424
IODOLM_02854	contig_1	3006957	3009713	+	2757	69	2625	1606	600	599	1334
IODOLM_02855	contig_1	3009945	3011285	-	1341	6	307	198	154	145	350
IODOLM_02856	contig_1	3011306	3012646	-	1341	9	230	153	64	75	159
IODOLM_02857	contig_1	3012648	3014000	-	1353	5	158	106	69	51	134
IODOLM_02858	contig_1	3014435	3014884	-	450	40	1165	621	647	544	1170
IODOLM_02859	contig_1	3014902	3015684	-	783	57	1173	742	517	401	914
IODOLM_02860	contig_1	3015684	3016013	-	330	19	572	353	222	175	448
IODOLM_02861	contig_1	3016635	3017180	-	546	21	914	520	375	304	762
IODOLM_02862	contig_1	3017248	3018096	+	849	75	1610	888	595	524	1100
IODOLM_02863	contig_1	3018208	3019572	+	1365	37	1411	908	1431	1281	3174
IODOLM_02864	contig_1	3020129	3021418	+	1290	32	1330	905	1514	1442	2812
IODOLM_02865	contig_1	3021476	3022843	+	1368	20	476	337	651	557	1268
IODOLM_02866	contig_1	3022955	3023710	+	756	7	196	131	185	149	411
IODOLM_02867	contig_1	3023765	3024913	-	1149	13	398	224	273	326	604
IODOLM_02868	contig_1	3024941	3025588	-	648	1	86	49	58	53	140
IODOLM_02869	contig_1	3026135	3027451	+	1317	0	119	54	24	33	57
IODOLM_02870	contig_1	3027484	3029259	+	1776	10	210	136	209	149	389
IODOLM_02871	contig_1	3029368	3030786	+	1419	7	206	146	98	111	250
IODOLM_02872	contig_1	3030788	3031210	+	423	15	342	206	140	153	347
IODOLM_02873	contig_1	3031268	3031999	+	732	21	549	319	243	210	526
IODOLM_02874	contig_1	3032043	3033143	-	1101	66	1770	1055	1198	1117	2529
IODOLM_02875	contig_1	3033136	3033531	-	396	18	407	205	263	218	504
IODOLM_02876	contig_1	3033550	3034467	-	918	22	551	270	473	397	1028
IODOLM_02877	contig_1	3034810	3035037	-	228	14	289	159	1243	1038	2435
IODOLM_02878	contig_1	3035229	3036434	+	1206	94	2681	1487	1562	1317	3096
IODOLM_02879	contig_1	3036434	3036877	+	444	61	1199	705	682	591	1409
IODOLM_02880	contig_1	3036928	3037734	-	807	146	2990	1741	693	699	1542
IODOLM_02881	contig_1	3037973	3039070	-	1098	111	2487	1567	1706	1672	4233
IODOLM_02882	contig_1	3039649	3040902	-	1254	91	1856	1140	1979	1678	4529
IODOLM_02883	contig_1	3041134	3042465	+	1332	46	1011	577	1548	1381	3071
IODOLM_02884	contig_1	3042527	3044353	-	1827	143	2945	1968	1139	1027	2305
IODOLM_02885	contig_1	3044353	3047895	-	3543	432	8524	5945	2461	2282	4860
IODOLM_02886	contig_1	3047888	3050776	-	2889	419	10927	7175	1519	1652	3081
IODOLM_02887	contig_1	3050952	3054320	-	3369	188	7228	4752	1544	1397	3199
IODOLM_02888	contig_1	3054333	3054656	-	324	7	114	70	62	59	141
IODOLM_02889	contig_1	3054641	3055048	-	408	6	145	103	80	80	156
IODOLM_02890	contig_1	3055045	3055608	-	564	3	234	102	73	85	184
IODOLM_02891	contig_1	3055599	3056069	-	471	3	47	28	53	29	103
IODOLM_02892	contig_1	3056253	3057047	-	795	113	3870	2622	1672	1629	3550
IODOLM_02893	contig_1	3057054	3057929	-	876	105	3307	2300	1018	1031	2008
IODOLM_02894	contig_1	3058080	3060326	-	2247	677	19468	12504	2532	2669	5161
IODOLM_02895	contig_1	3060339	3060869	-	531	207	5819	3337	1254	1216	2346
IODOLM_02896	contig_1	3061222	3061368	-	147	0	24	10	13	11	25
IODOLM_02897	contig_1	3061554	3062243	+	690	23	700	386	290	292	654
IODOLM_02898	contig_1	3062312	3063025	+	714	35	889	500	616	590	1430
IODOLM_02899	contig_1	3063163	3063381	+	219	20	974	394	883	625	1661
IODOLM_02900	contig_1	3063489	3064529	+	1041	64	3843	2245	2878	2583	5845
IODOLM_02901	contig_1	3064561	3065754	-	1194	60	1512	897	867	739	1803
IODOLM_02902	contig_1	3065747	3067906	-	2160	89	2091	1238	1083	907	2204
IODOLM_02903	contig_1	3068491	3069522	+	1032	32	1259	704	524	501	1177
IODOLM_02904	contig_1	3069529	3070791	-	1263	56	991	460	202	185	406
IODOLM_02905	contig_1	3070913	3071848	+	936	3	96	77	143	107	318
IODOLM_02906	contig_1	3071835	3072527	-	693	94	1610	1013	526	551	1244
IODOLM_02907	contig_1	3072656	3074074	-	1419	34	736	429	534	544	1228
IODOLM_02908	contig_1	3074389	3075150	-	762	6	149	94	84	87	260
IODOLM_02909	contig_1	3075180	3076016	-	837	0	72	47	103	94	267
IODOLM_02910	contig_1	3076303	3077484	-	1182	10	207	111	144	176	397
IODOLM_02911	contig_1	3077739	3078968	+	1230	25	967	676	422	430	891
IODOLM_02912	contig_1	3079428	3080060	+	633	0	22	13	22	41	88
IODOLM_02913	contig_1	3080142	3080273	-	132	0	0	1	1	5	5
IODOLM_02914	contig_1	3080583	3081203	+	621	11	170	91	97	67	187
IODOLM_02915	contig_1	3081196	3081678	+	483	5	43	27	24	21	61
IODOLM_02916	contig_1	3081711	3081851	-	141	0	1	0	0	3	3
IODOLM_02917	contig_1	3081827	3082252	-	426	0	1	0	7	7	12
IODOLM_02918	contig_1	3082446	3082892	+	447	0	3	2	6	9	14
IODOLM_02919	contig_1	3083160	3083651	+	492	0	3	1	7	2	12
IODOLM_02920	contig_1	3083986	3085362	+	1377	1	9	9	10	9	19
IODOLM_02921	contig_1	3085530	3085748	+	219	0	10	9	10	12	26
IODOLM_02922	contig_1	3085933	3086307	+	375	1	1	1	4	0	8
IODOLM_02923	contig_1	3086352	3086795	-	444	0	8	7	6	9	19
IODOLM_02924	contig_1	3086829	3086984	-	156	0	3	0	1	1	4
IODOLM_02925	contig_1	3087206	3087637	-	432	0	1	2	3	6	12
IODOLM_02926	contig_1	3087640	3087912	-	273	1	8	5	26	34	83
IODOLM_02927	contig_1	3088264	3089169	-	906	74	1517	837	783	701	1624
IODOLM_02928	contig_1	3089127	3089492	-	366	53	934	537	540	470	1037
IODOLM_02929	contig_1	3089926	3090720	-	795	4	118	63	163	135	390
IODOLM_02930	contig_1	3091028	3091783	-	756	64	1263	706	583	528	1280
IODOLM_02931	contig_1	3092198	3094495	+	2298	3	130	69	160	116	334
IODOLM_02932	contig_1	3094506	3095384	+	879	2	33	27	45	39	114
IODOLM_02933	contig_1	3095381	3095860	+	480	0	37	17	29	30	59
IODOLM_02934	contig_1	3095900	3097678	-	1779	26	635	418	441	506	965
IODOLM_02935	contig_1	3098157	3099344	+	1188	0	11	4	14	11	40
IODOLM_02936	contig_1	3099402	3100598	+	1197	0	19	22	36	18	73
IODOLM_02937	contig_1	3100656	3101867	+	1212	0	39	27	66	61	135
IODOLM_02938	contig_1	3101920	3103305	+	1386	0	48	27	46	45	101
IODOLM_02939	contig_1	3103353	3104285	+	933	11	329	168	251	211	513
IODOLM_02940	contig_1	3104506	3106131	-	1626	10	288	178	148	117	265
IODOLM_02941	contig_1	3106179	3106949	-	771	1	47	29	52	51	84
IODOLM_02942	contig_1	3107052	3107630	+	579	2	69	32	557	451	1169
IODOLM_02943	contig_1	3107952	3111050	+	3099	2	85	44	87	72	223
IODOLM_02944	contig_1	3111053	3112381	+	1329	0	41	19	46	35	113
IODOLM_02945	contig_1	3112432	3113211	+	780	2	44	31	41	48	68
IODOLM_02946	contig_1	3113208	3116078	+	2871	14	371	247	383	322	815
IODOLM_02947	contig_1	3116243	3117643	+	1401	1	38	17	56	41	139
IODOLM_02948	contig_1	3117661	3118977	+	1317	2	118	83	159	157	332
IODOLM_02949	contig_1	3119013	3120380	+	1368	5	216	134	169	133	329
IODOLM_02950	contig_1	3120416	3120904	-	489	2	44	28	40	49	114
IODOLM_02951	contig_1	3120904	3122823	-	1920	8	114	71	116	105	328
IODOLM_02952	contig_1	3123259	3124707	+	1449	1	3	3	8	12	30
IODOLM_02953	contig_1	3124709	3124834	+	126	0	2	0	4	6	7
IODOLM_02954	contig_1	3124831	3124902	-	72	1	3	2	2	2	11
IODOLM_02955	contig_1	3124957	3125505	+	549	3	150	78	371	359	902
IODOLM_02956	contig_1	3125549	3127066	-	1518	630	18397	12198	8637	7834	16393
IODOLM_02957	contig_1	3127076	3127957	-	882	303	7721	4828	3926	3639	7800
IODOLM_02958	contig_1	3128265	3129998	-	1734	218	5184	3374	3050	2760	6414
IODOLM_02959	contig_1	3130004	3130714	-	711	106	1883	1162	1425	1312	2997
IODOLM_02960	contig_1	3130739	3131635	-	897	69	1548	891	1057	972	2368
IODOLM_02961	contig_1	3131747	3132268	+	522	56	1898	936	704	622	1345
IODOLM_02962	contig_1	3132308	3132715	-	408	33	584	339	584	502	1136
IODOLM_02963	contig_1	3132696	3132962	-	267	33	642	358	561	565	1250
IODOLM_02964	contig_1	3133205	3134185	+	981	111	3392	1999	1503	1367	2935
IODOLM_02965	contig_1	3134381	3135040	-	660	139	2741	1424	2446	2374	5071
IODOLM_02966	contig_1	3135204	3135515	-	312	16	401	231	168	221	378
IODOLM_02967	contig_1	3135560	3136993	+	1434	99	3483	2111	1341	1193	2778
IODOLM_02968	contig_1	3137050	3137793	-	744	28	576	444	573	643	1410
IODOLM_02969	contig_1	3138060	3140933	-	2874	530	22236	16998	13927	15366	30144
IODOLM_02970	contig_1	3141052	3141441	-	390	156	4432	3390	3224	3535	6778
IODOLM_02971	contig_1	3141465	3142559	-	1095	478	10950	7846	7442	7647	15814
IODOLM_02972	contig_1	3143007	3144209	-	1203	121	3189	1923	1224	1058	2439
IODOLM_02973	contig_1	3144232	3145410	-	1179	186	5104	3155	1831	1665	4071
IODOLM_02974	contig_1	3145407	3146732	-	1326	307	10041	6358	3988	3710	8036
IODOLM_02975	contig_1	3146758	3147336	-	579	102	4333	2644	2081	1953	4207
IODOLM_02976	contig_1	3147504	3147833	+	330	433	11374	5735	4838	4678	10219
IODOLM_02977	contig_1	3148079	3148681	+	603	222	4444	2393	2279	1971	4563
IODOLM_02978	contig_1	3149070	3150302	-	1233	790	20512	12480	6977	6997	15452
IODOLM_02979	contig_1	3150558	3151217	-	660	53	1973	1080	1383	1228	2565
IODOLM_02980	contig_1	3151273	3151503	-	231	0	22	20	16	26	37
IODOLM_02981	contig_1	3151645	3152538	+	894	60	2508	1366	679	659	1484
IODOLM_02982	contig_1	3152742	3154886	+	2145	7	162	103	114	101	260
IODOLM_02983	contig_1	3154879	3155874	+	996	5	56	34	71	45	101
IODOLM_02984	contig_1	3155885	3156670	+	786	1	35	16	71	75	160
IODOLM_02985	contig_1	3156694	3158172	+	1479	3	80	56	73	80	176
IODOLM_02986	contig_1	3158169	3159065	-	897	7	89	50	137	140	320
IODOLM_02987	contig_1	3159232	3159972	-	741	46	1230	686	1661	1452	3587
IODOLM_02988	contig_1	3160065	3160700	-	636	1	196	111	830	720	1754
IODOLM_02989	contig_1	3160839	3161699	-	861	103	3368	1888	9819	7579	17799
IODOLM_02990	contig_1	3162057	3163136	-	1080	1671	58428	36518	24682	24645	43434
IODOLM_02991	contig_1	3163351	3164514	-	1164	1104	45751	29698	17768	18446	38145
IODOLM_02992	contig_1	3164564	3165583	-	1020	1193	33612	21054	10144	10483	19494
IODOLM_02993	contig_1	3165868	3166581	-	714	28	683	418	549	452	1133
IODOLM_02994	contig_1	3166578	3167087	-	510	25	629	325	424	330	743
IODOLM_02995	contig_1	3167109	3168074	-	966	6	118	51	46	61	111
IODOLM_02996	contig_1	3168071	3169348	-	1278	7	135	72	92	72	173
IODOLM_02997	contig_1	3169363	3170652	-	1290	1	50	29	50	35	103
IODOLM_02998	contig_1	3170687	3171667	+	981	52	1255	697	866	720	1789
IODOLM_02999	contig_1	3171705	3171950	-	246	1	20	21	48	39	122
IODOLM_03000	contig_1	3171978	3172421	-	444	0	8	5	3	5	1
IODOLM_03001	contig_1	3172735	3174726	-	1992	294	14040	9476	6925	6464	13280
IODOLM_03002	contig_1	3175004	3175762	+	759	89	1332	781	912	764	1935
IODOLM_03003	contig_1	3175968	3176888	-	921	78	2964	1792	3124	3014	6254
IODOLM_03004	contig_1	3177026	3179002	-	1977	545	12863	7765	11477	10346	23708
IODOLM_03005	contig_1	3179797	3180951	+	1155	94	4016	2291	1917	1666	4114
IODOLM_03006	contig_1	3181375	3182769	+	1395	6	198	135	1470	1145	3001
IODOLM_03007	contig_1	3182888	3183343	+	456	2	57	35	72	61	186
IODOLM_03008	contig_1	3183438	3184145	+	708	1	79	40	118	114	289
IODOLM_03009	contig_1	3184225	3184956	+	732	47	1038	638	599	546	1226
IODOLM_03010	contig_1	3184969	3185919	+	951	105	3561	2117	1672	1529	3628
IODOLM_03011	contig_1	3185956	3186591	+	636	161	4627	2990	1914	1726	3758
IODOLM_03012	contig_1	3186591	3187007	+	417	105	2463	1527	920	923	1875
IODOLM_03013	contig_1	3187191	3188171	-	981	10	97	58	23	26	70
IODOLM_03014	contig_1	3188189	3188893	+	705	31	931	542	348	337	867
IODOLM_03015	contig_1	3188911	3189477	+	567	60	1709	1032	641	583	1173
IODOLM_03016	contig_1	3189474	3189764	+	291	15	372	251	143	122	288
IODOLM_03017	contig_1	3189772	3190365	+	594	42	1171	735	476	439	1002
IODOLM_03018	contig_1	3190358	3191494	+	1137	92	2340	1481	644	635	1549
IODOLM_03019	contig_1	3191649	3192656	-	1008	5	47	24	20	31	66
IODOLM_03020	contig_1	3192773	3193819	-	1047	13	396	234	824	777	1783
IODOLM_03021	contig_1	3193995	3194714	-	720	52	1314	727	507	451	1271
IODOLM_03022	contig_1	3194898	3195224	-	327	100	1809	990	1287	1208	2776
IODOLM_03023	contig_1	3195224	3195943	-	720	53	1304	802	1223	1146	2878
IODOLM_03024	contig_1	3196104	3197156	+	1053	58	1380	959	1192	1175	2518
IODOLM_03025	contig_1	3197184	3197459	+	276	16	649	391	442	454	872
IODOLM_03026	contig_1	3197524	3198603	+	1080	28	813	552	537	511	1097
IODOLM_03027	contig_1	3198805	3199506	+	702	4	142	75	184	180	356
IODOLM_03028	contig_1	3199576	3200784	+	1209	8	223	128	268	260	590
IODOLM_03029	contig_1	3200781	3203747	+	2967	115	2612	1608	1780	1639	3995
IODOLM_03030	contig_1	3203945	3204754	+	810	3	139	60	139	133	328
IODOLM_03031	contig_1	3204820	3205230	+	411	1	3	5	29	23	42
IODOLM_03032	contig_1	3205389	3206243	+	855	1	12	7	9	17	28
IODOLM_03033	contig_1	3206327	3207169	+	843	0	18	13	21	23	52
IODOLM_03034	contig_1	3207171	3207707	+	537	13	110	57	67	57	136
IODOLM_03035	contig_1	3208037	3208744	-	708	3	219	107	168	170	304
IODOLM_03036	contig_1	3209142	3211277	+	2136	200	5116	2727	1161	1242	2966
IODOLM_03037	contig_1	3211327	3211929	-	603	21	545	333	563	500	1212
IODOLM_03038	contig_1	3212036	3213244	+	1209	2	148	67	224	181	523
IODOLM_03039	contig_1	3213254	3214879	-	1626	4	39	26	24	16	62
IODOLM_03040	contig_1	3215364	3217046	-	1683	3	119	61	130	124	387
IODOLM_03041	contig_1	3217401	3219572	-	2172	50	1070	628	815	790	1695
IODOLM_03042	contig_1	3219594	3219998	-	405	11	168	120	116	84	254
IODOLM_03043	contig_1	3220003	3221226	-	1224	11	364	202	272	212	510
IODOLM_03044	contig_1	3221237	3222289	-	1053	2	152	79	35	49	119
IODOLM_03045	contig_1	3222289	3223788	-	1500	5	271	157	70	66	202
IODOLM_03046	contig_1	3224039	3224803	+	765	12	261	160	547	524	1229
IODOLM_03047	contig_1	3224810	3225946	-	1137	3	80	36	45	43	103
IODOLM_03048	contig_1	3225981	3226961	+	981	40	1294	740	922	841	1916
IODOLM_03049	contig_1	3227108	3228175	-	1068	1	41	21	45	42	95
IODOLM_03050	contig_1	3228221	3228979	-	759	1	16	13	13	10	39
IODOLM_03051	contig_1	3229011	3229709	-	699	1	18	8	22	25	55
IODOLM_03052	contig_1	3229898	3230590	+	693	0	7	9	9	9	29
IODOLM_03053	contig_1	3230639	3232138	-	1500	1	79	44	69	59	156
IODOLM_03054	contig_1	3232430	3234289	-	1860	109	4157	2614	3024	2705	6221
IODOLM_03055	contig_1	3234494	3235360	+	867	105	3534	1996	1435	1279	2652
IODOLM_03056	contig_1	3235483	3235731	-	249	3	166	109	77	84	197
IODOLM_03057	contig_1	3235744	3236085	-	342	3	131	72	44	53	157
IODOLM_03058	contig_1	3236078	3236566	-	489	25	474	287	348	342	841
IODOLM_03059	contig_1	3236559	3237053	-	495	33	633	377	428	449	950
IODOLM_03060	contig_1	3237053	3238756	-	1704	41	952	545	793	750	2020
IODOLM_03061	contig_1	3238753	3239931	-	1179	4	126	59	148	170	390
IODOLM_03062	contig_1	3239921	3240907	-	987	6	70	40	231	197	542
IODOLM_03063	contig_1	3240910	3242028	-	1119	8	268	123	636	534	1570
IODOLM_03064	contig_1	3242217	3242504	-	288	0	12	6	21	28	80
IODOLM_03065	contig_1	3242623	3243033	-	411	7	193	90	155	171	442
IODOLM_03066	contig_1	3243033	3243386	-	354	14	215	84	141	120	381
IODOLM_03067	contig_1	3243364	3243507	-	144	1	30	12	28	28	63
IODOLM_03068	contig_1	3243664	3244704	+	1041	23	941	594	324	346	600
IODOLM_03069	contig_1	3244744	3245238	-	495	17	555	293	765	797	1635
