locus_tag	Gene	Product	COG_category	KEGG_Pathway
IODOLM_02750	ygaY	Transporter ygaY	P	-
IODOLM_02751		Major facilitator transporter	P	-
IODOLM_02752	ygaZ	L-valine exporter subunit YgaZ	E	-
IODOLM_02753	ygaH	L-valine transporter subunit YgaH	S	-
IODOLM_02754	emrR	multidrug efflux transporter EmrAB transcriptional repressor EmrR	K	-
IODOLM_02755	emrA	multidrug efflux MFS transporter periplasmic adaptor subunit EmrA	V	ko02020,map02020
IODOLM_02756	emrB	multidrug efflux MFS transporter permease subunit EmrB	U	-
IODOLM_02757		S-ribosylhomocysteine lyase	F	ko00270,ko01100,ko01230,ko02024,ko02026,ko05111,map00270,map01100,map01230,map02024,map02026,map05111
IODOLM_02760		Putative phosphatase	S	-
IODOLM_02761	csrA	carbon storage regulator CsrA	J	ko02020,ko02025,ko02026,ko05111,map02020,map02025,map02026,map05111
IODOLM_02762		Alanine--tRNA ligase	J	ko00970,map00970
IODOLM_02764	recA	Protein RecA	L	ko03440,map03440
IODOLM_02771		Glucitol operon activator protein	K	-
IODOLM_02774	norR	Anaerobic nitric oxide reductase transcription regulator NorR	K	ko05132,map05132
IODOLM_02775		Flavodoxin-like domain-containing protein	C	ko05132,map05132
IODOLM_02778	hydN	Electron transport protein HydN	C	ko00633,ko00680,ko00720,ko01120,ko01200,map00633,map00680,map00720,map01120,map01200
IODOLM_02779	ascG	DNA-binding transcriptional regulator AscG	K	-
IODOLM_02782		Hydrogenase 3 maturation protease	C	-
IODOLM_02786	hycE	formate hydrogenlyase subunit HycE	C	-
IODOLM_02787	hycD	formate hydrogenlyase subunit HycD	C	-
IODOLM_02788		Formate hydrogenlyase subunit 3	CP	-
IODOLM_02789	hycB	formate hydrogenlyase subunit HycB	C	-
IODOLM_02790	hycA	Formate hydrogenlyase regulatory protein HycA	K	-
IODOLM_02791	hypA	Hydrogenase maturation factor HypA	S	-
IODOLM_02792	hypB	Hydrogenase maturation factor HypB	KO	-
IODOLM_02796		Sigma-54 factor interaction domain-containing protein	KT	-
IODOLM_02797	ygbA	Uncharacterized protein YgbA	S	-
IODOLM_02799	mutS	DNA mismatch repair protein MutS	L	ko03430,map03430
IODOLM_02800		Serine/threonine-protein phosphatase 2	T	-
IODOLM_02801	deoR	DeoR family transcriptional regulator	K	-
IODOLM_02807	rpoS	RNA polymerase sigma factor RpoS	K	ko02026,ko05111,map02026,map05111
IODOLM_02808	nlpD	Murein hydrolase activator NlpD	DM	-
IODOLM_02809		Protein-L-isoaspartate O-methyltransferase	J	-
IODOLM_02812		2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	I	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130
IODOLM_02813		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	I	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130
IODOLM_02815	ygbE	Inner membrane protein YgbE	S	-
IODOLM_02816		Adenylyl-sulfate kinase	F	ko00230,ko00920,ko01100,ko01120,map00230,map00920,map01100,map01120
IODOLM_02817		Sulfate adenylyltransferase subunit 1	H	ko00230,ko00261,ko00450,ko00920,ko01100,ko01120,ko01130,map00230,map00261,map00450,map00920,map01100,map01120,map01130
IODOLM_02818		Sulfate adenylyltransferase subunit 2	H	ko00230,ko00261,ko00450,ko00920,ko01100,ko01120,ko01130,map00230,map00261,map00450,map00920,map01100,map01120,map01130
IODOLM_02820		SsRNA endonuclease	L	-
IODOLM_02823		hypothetical protein	J	-
IODOLM_02824		hypothetical protein	L	-
IODOLM_02825	casB	CRISPR system Cascade subunit CasB	L	-
IODOLM_02827		CRISPR-associated endonuclease/helicase Cas3	L	-
IODOLM_02828		Phosphoadenosine 5'-phosphosulfate reductase	EH	ko00920,ko01100,ko01120,map00920,map01100,map01120
IODOLM_02829		Putative sulfite reductase [NADPH] hemoprotein beta-component	H	ko00920,ko01100,ko01120,map00920,map01100,map01120
IODOLM_02830		Sulfite reductase [NADPH] flavoprotein alpha-component	E	ko00920,ko01100,ko01120,map00920,map01100,map01120
IODOLM_02831		6-carboxy-5,6,7,8-tetrahydropterin synthase	F	ko00790,ko01100,map00790,map01100
IODOLM_02832	ygcN	putative electron transfer flavoprotein-quinone oxidoreductase YgcN	C	-
IODOLM_02835		Flavoprotein	C	-
IODOLM_02841	ygcE	Uncharacterized sugar kinase YgcE	G	-
IODOLM_02842		7-carboxy-7-deazaguanine synthase	F	ko00790,ko01100,map00790,map01100
IODOLM_02844		Enolase	F	ko00010,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko03018,ko04066,map00010,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map03018,map04066
IODOLM_02845		CTP synthase	F	ko00240,ko01100,map00240,map01100
IODOLM_02847	mazF	Endoribonuclease toxin MazF	T	-
IODOLM_02849		GTP pyrophosphokinase	F	ko00230,map00230
IODOLM_02850	tnp	IS3 family IS2 transposase ORF B	L	-
IODOLM_02851	tnp	IS3 family IS2 transposase ORF A	L	-
IODOLM_02852		hypothetical protein	F	ko00230,map00230
IODOLM_02853	rlmD	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	J	-
IODOLM_02854		histidine kinase	T	ko02020,ko02025,ko02026,ko05111,map02020,map02025,map02026,map05111
IODOLM_02855		Glucarate dehydratase	M	ko00053,ko01100,map00053,map01100
IODOLM_02856		Glucarate dehydratase	M	ko00053,ko01100,map00053,map01100
IODOLM_02857	gudP	galactarate/glucarate/glycerate transporter GudP	P	-
IODOLM_02858	yqcA	Flavodoxin YqcA	C	-
IODOLM_02859		tRNA pseudouridine synthase C	J	-
IODOLM_02860	yqcC	Uncharacterized protein YqcC	S	ko00521,ko00523,ko01130,map00521,map00523,map01130
IODOLM_02861		Protein Syd	S	-
IODOLM_02862		NADPH-dependent 7-cyano-7-deazaguanine reductase	F	ko00790,ko01100,map00790,map01100
IODOLM_02863	ppnN	nucleotide 5'-monophosphate nucleosidase	S	ko00230,ko00240,map00230,map00240
IODOLM_02864	sdaC	HAAAP family serine/threonine permease SdaC	E	-
IODOLM_02865	sdaB	L-serine ammonia-lyase II	E	ko00260,ko00270,ko01100,ko01110,ko01130,ko01200,ko01230,map00260,map00270,map01100,map01110,map01130,map01200,map01230
IODOLM_02869		L-fucose permease	P	-
IODOLM_02871		L-fuculokinase	F	ko00040,ko00051,ko01100,ko01120,map00040,map00051,map01100,map01120
IODOLM_02872		L-fucose mutarotase	G	-
IODOLM_02873		HTH deoR-type domain-containing protein	K	-
IODOLM_02874		Ribosomal RNA large subunit methyltransferase M	J	-
IODOLM_02877	ygdI	Uncharacterized lipoprotein YgdI	M	-
IODOLM_02878		cysteine desulfurase	E	ko00450,ko01100,map00450,map01100
IODOLM_02879	csdE	Cysteine desulfurase sulfur acceptor subunit CsdE	S	-
IODOLM_02880	tcdA	tRNA cyclic N6-threonylcarbamoyladenosine(37) synthase TcdA	H	-
IODOLM_02883		Amino-acid acetyltransferase	E	ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230
IODOLM_02884	recD	RecBCD enzyme subunit RecD	L	ko03440,map03440
IODOLM_02885	recB	RecBCD enzyme subunit RecB	L	ko03440,map03440
IODOLM_02886		Protease 3	O	-
IODOLM_02887	recC	RecBCD enzyme subunit RecC	L	ko03440,map03440
IODOLM_02888		Prepilin peptidase-dependent protein C	NU	-
IODOLM_02889	ygdB	Uncharacterized protein YgdB	S	-
IODOLM_02890		Prepilin peptidase-dependent protein B	U	-
IODOLM_02892		Thymidylate synthase	F	ko00240,ko00670,ko01100,ko01523,map00240,map00670,map01100,map01523
IODOLM_02893		Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase	M	-
IODOLM_02894		Phosphoenolpyruvate-dependent phosphotransferase system	T	ko02060,map02060
IODOLM_02895		RNA pyrophosphohydrolase	L	ko03018,map03018
IODOLM_02897	mutH	DNA mismatch repair protein MutH	L	ko03430,map03430
IODOLM_02901	lplT	Lysophospholipid transporter LplT	EGP	-
IODOLM_02902		Bifunctional protein Aas	I	ko00071,ko00564,map00071,map00564
IODOLM_02903	galR	HTH-type transcriptional regulator GalR	K	-
IODOLM_02904		Diaminopimelate decarboxylase	E	ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00300,map01100,map01110,map01120,map01130,map01230
IODOLM_02905	lysR	DNA-binding transcriptional regulator LysR	K	-
IODOLM_02906	ygeA	amino acid racemase	M	ko00250,ko01054,map00250,map01054
IODOLM_02909		4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase	G	ko00040,map00040
IODOLM_02911	yqeG	Inner membrane transport protein YqeG	E	-
IODOLM_02914		hypothetical protein	K	-
IODOLM_02917		hypothetical protein		
IODOLM_02926		Oxygen-regulated invasion protein		
IODOLM_02927	tnp	IS3 family IS2 transposase ORF B	L	-
IODOLM_02928	tnp	IS3 family IS2 transposase ORF A	L	-
IODOLM_02929	ygeQ	YgeQ protein	G	-
IODOLM_02930	ygeR	Uncharacterized lipoprotein YgeR	M	-
IODOLM_02931		Aldehyde oxidase/xanthine dehydrogenase a/b hammerhead domain-containing protein	F	ko00230,ko01100,ko01120,map00230,map01100,map01120
IODOLM_02937		putative succinyl-diaminopimelate desuccinylase	E	ko00220,ko00300,ko01100,ko01210,ko01230,map00220,map00300,map01100,map01210,map01230
IODOLM_02940	yqeB	Uncharacterized protein YqeB	O	-
IODOLM_02942		Molybdenum cofactor cytidylyltransferase	S	ko00790,map00790
IODOLM_02947	xanQ	xanthine/proton symporter XanQ	F	-
IODOLM_02948		Guanine deaminase	F	ko00230,ko01100,map00230,map01100
IODOLM_02955		Isopentenyl-diphosphate Delta-isomerase	I	ko00900,ko01100,ko01110,ko01130,map00900,map01100,map01110,map01130
IODOLM_02956		Lysine--tRNA ligase, heat inducible	J	ko00970,map00970
IODOLM_02957		Peptide chain release factor 2	J	-
IODOLM_02958	recJ	Single-stranded-DNA-specific exonuclease RecJ	L	ko03410,ko03430,ko03440,map03410,map03430,map03440
IODOLM_02961		Flavodoxin	C	-
IODOLM_02964	ygfZ	tRNA-modifying protein YgfZ	S	-
IODOLM_02966		N(4)-acetylcytidine amidohydrolase	S	-
IODOLM_02967	bglA	6-phospho-beta-glucosidase BglA	G	ko00010,ko00460,ko00500,ko00940,ko01100,ko01110,map00010,map00460,map00500,map00940,map01100,map01110
IODOLM_02971		Aminomethyltransferase	E	ko00260,ko00630,ko00670,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map00670,map01100,map01110,map01130,map01200
IODOLM_02972		2-octaprenylphenol hydroxylase	CH	ko00130,ko01100,ko01110,map00130,map01100,map01110
IODOLM_02973		2-octaprenyl-6-methoxyphenol hydroxylase	CH	ko00130,ko01100,ko01110,map00130,map01100,map01110
IODOLM_02974		Xaa-Pro aminopeptidase	E	-
IODOLM_02975	ygfB	UPF0149 family protein YgfB	S	-
IODOLM_02976	zapA	Cell division protein ZapA	D	-
IODOLM_02977		5-formyltetrahydrofolate cyclo-ligase	H	ko00670,ko01100,map00670,map01100
IODOLM_02978		D-3-phosphoglycerate dehydrogenase	E	ko00260,ko00680,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map01100,map01120,map01130,map01200,map01230
IODOLM_02981	argP	DNA-binding transcriptional regulator ArgP	K	-
IODOLM_02984		Methylmalonyl-CoA decarboxylase	I	ko00640,map00640
IODOLM_02986	ygfI	Uncharacterized HTH-type transcriptional regulator YgfI	K	-
IODOLM_02987		Oxidative stress defense protein	S	-
IODOLM_02988	argO	Arginine exporter protein ArgO	S	-
IODOLM_02989	mscS	small-conductance mechanosensitive channel MscS	M	-
IODOLM_02990		Fructose-bisphosphate aldolase class 2	F	ko00010,ko00030,ko00051,ko00680,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00030,map00051,map00680,map00710,map01100,map01110,map01120,map01130,map01200,map01230
IODOLM_02991	pgk	phosphoglycerate kinase	F	ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230
IODOLM_02992		Erythrose-4-phosphate dehydrogenase	H	ko00010,ko00710,ko00750,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04066,ko05010,map00010,map00710,map00750,map01100,map01110,map01120,map01130,map01200,map01230,map04066,map05010
IODOLM_02994	fumE	fumarase E	K	-
IODOLM_02995		Fructose-1,6-bisphosphatase	G	-
IODOLM_02999		hypothetical protein	G	ko00051,ko02060,map00051,map02060
IODOLM_03001		Transketolase 1	G	ko00030,ko00710,ko01051,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00710,map01051,map01100,map01110,map01120,map01130,map01200,map01230
IODOLM_03002	loiP	metalloprotease LoiP	O	-
IODOLM_03003		Agmatinase	E	ko00330,ko00340,ko01100,map00330,map00340,map01100
IODOLM_03005		S-adenosylmethionine synthase	H	ko00270,ko01100,ko01110,ko01230,map00270,map01100,map01110,map01230
IODOLM_03006	galP	galactose/proton symporter	EGP	-
IODOLM_03007		hypothetical protein	S	-
IODOLM_03008		Endonuclease I	L	-
IODOLM_03009		Ribosomal RNA small subunit methyltransferase E	J	-
IODOLM_03010		Glutathione synthetase	F	ko00270,ko00480,ko01100,map00270,map00480,map01100
IODOLM_03011	yqgE	UPF0301 protein YqgE	K	-
IODOLM_03012		Putative pre-16S rRNA nuclease	J	-
IODOLM_03013		Twitching motility family protein	NU	-
IODOLM_03014	yggS	pyridoxal phosphate homeostasis protein	S	-
IODOLM_03015	yggT	osmotic shock tolerance protein YggT	S	-
IODOLM_03016	yggU	UPF0235 protein YggU	S	-
IODOLM_03017		dITP/XTP pyrophosphatase	F	ko00230,map00230
IODOLM_03018	hemW	Heme chaperone HemW	H	-
IODOLM_03020		L-asparaginase 2	EJ	ko00220,ko00250,ko00460,ko00471,ko01100,ko01110,ko02020,map00220,map00250,map00460,map00471,map01100,map01110,map02020
IODOLM_03021	yggN	Uncharacterized protein YggN	S	-
IODOLM_03026		peptidoglycan lytic exotransglycosylase	M	-
IODOLM_03027		hypothetical protein	G	-
IODOLM_03028	tnp	IS4 family IS10R transposase	L	-
IODOLM_03029		hypothetical protein	M	ko05111,map05111
IODOLM_03030	pppA	prepilin peptidase PppA	NOU	ko03070,map03070
IODOLM_03031	aspS	Pilotin AspS 2	M	-
IODOLM_03036	speC	ornithine decarboxylase	E	ko00330,ko00480,ko01100,ko01110,ko01130,map00330,map00480,map01100,map01110,map01130
IODOLM_03038	tnp	IS4 family IS10R transposase	L	-
IODOLM_03040		L-lactate permease	P	-
IODOLM_03044	glcE	Glycolate oxidase subunit GlcE	C	ko00630,ko01100,ko01110,ko01120,ko01130,map00630,map01100,map01110,map01120,map01130
IODOLM_03045		FAD-binding protein	C	ko00630,ko01100,ko01110,ko01120,ko01130,map00630,map01100,map01110,map01120,map01130
IODOLM_03046		HTH gntR-type domain-containing protein	K	-
IODOLM_03055	yghU	Disulfide-bond oxidoreductase YghU	O	-
IODOLM_03056	hybG	hydrogenase maturation factor HybG	O	-
IODOLM_03057	hypA	Hydrogenase maturation factor HypA	S	-
IODOLM_03061		putative Ni/Fe-hydrogenase 2 b-type cytochrome subunit	C	-
IODOLM_03062	hybA	Hydrogenase-2 operon protein HybA	C	-
IODOLM_03063		hydrogenase (acceptor)	C	ko00633,ko01120,map00633,map01120
IODOLM_03064		DUF2623 domain-containing protein	S	-
IODOLM_03068	gpr	L-glyceraldehyde 3-phosphate reductase	C	-
IODOLM_03069	yqhA	UPF0114 protein YqhA	S	-
IODOLM_03070	yghA	NADP(+)-dependent aldehyde reductase	IQ	-
IODOLM_03071	exbD	Biopolymer transport protein ExbD	U	-
IODOLM_03072	exbB	Biopolymer transport protein ExbB	U	-
IODOLM_03073	metC	Cystathionine beta-lyase MetC	E	ko00270,ko00450,ko01100,ko01110,ko01230,map00270,map00450,map01100,map01110,map01230
IODOLM_03074	yghB	Inner membrane protein YghB	S	-
IODOLM_03076	yqhD	Alcohol dehydrogenase YqhD	C	ko00640,map00640
IODOLM_03077		2,5-diketo-D-gluconic acid reductase A	S	-
IODOLM_03080		Putative UPF0313 protein YPO0674/y3502/YP_2990	C	-
IODOLM_03081	ftsP	Cell division protein FtsP	D	-
IODOLM_03083		DNA topoisomerase 4 subunit A	L	-
IODOLM_03084	ygiS	putative deoxycholate-binding periplasmic protein YgiS	E	ko02024,map02024
IODOLM_03085	mqsA	type II toxin-antitoxin system antitoxin MqsA	K	-
IODOLM_03086	mqsR	type II toxin-antitoxin system toxin MqsR	K	-
IODOLM_03087	ygiV	putative transcriptional regulator YgiV	K	-
IODOLM_03088	ygiW	OB fold stress tolerance protein YgiW	S	-
IODOLM_03089	qseB	Transcriptional regulatory protein QseB	K	ko02020,ko02024,map02020,map02024
IODOLM_03090		histidine kinase	T	ko02020,ko02024,map02020,map02024
IODOLM_03093		DNA topoisomerase 4 subunit B	L	-
IODOLM_03095	cpdA	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA	S	ko00230,ko02025,map00230,map02025
IODOLM_03096	yqiB	Uncharacterized protein YqiB	S	-
IODOLM_03097		ADP-ribose pyrophosphatase	L	ko00230,map00230
IODOLM_03098	tolC	Outer membrane protein TolC	M	ko01501,ko01503,ko02020,ko03070,ko04626,ko05133,map01501,map01503,map02020,map03070,map04626,map05133
IODOLM_03099		UPF0441 protein SG0265	S	-
IODOLM_03100	ygiC	Putative acid--amine ligase YgiC	E	-
IODOLM_03101		4,5-DOPA dioxygenase extradiol	S	ko00965,map00965
IODOLM_03102	zupT	Zinc transporter ZupT	P	-
IODOLM_03103		3,4-dihydroxy-2-butanone 4-phosphate synthase	H	ko00740,ko00790,ko01100,ko01110,map00740,map00790,map01100,map01110
IODOLM_03106	tnp	IS3 family IS2 transposase ORF A	L	-
IODOLM_03107	tnp	IS3 family IS2 transposase ORF B	L	-
IODOLM_03110	yqiI	Uncharacterized protein YqiI	NU	-
IODOLM_03111		Surface composition regulator	S	-
IODOLM_03112	yqiJ	Inner membrane protein YqiJ	OU	-
IODOLM_03116	hldE	Bifunctional protein HldE	F	ko00540,ko01100,map00540,map01100
IODOLM_03117		Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme	H	-
IODOLM_03118	ygiF	inorganic triphosphatase	S	-
IODOLM_03119	ygiM	Uncharacterized protein YgiM	T	-
IODOLM_03121		Undecaprenyl-diphosphatase	V	ko00550,map00550
IODOLM_03122		7,8-dihydroneopterin aldolase	H	ko00790,ko01100,map00790,map01100
IODOLM_03124	ttdR	DNA-binding transcriptional activator TtdR	K	-
IODOLM_03128		tRNA N6-adenosine threonylcarbamoyltransferase	J	-
IODOLM_03131	rpoD	RNA polymerase sigma factor RpoD	K	-
IODOLM_03132		G/U mismatch-specific DNA glycosylase	L	ko03410,map03410
IODOLM_03133	nfeF	NADPH-dependent ferric chelate reductase	P	-
IODOLM_03134	nfeR	DNA-binding transcriptional regulator NfeR	K	-
IODOLM_03135	aer	aerotaxis sensor receptor Aer	T	ko02020,ko02030,map02020,map02030
IODOLM_03138	ebgR	Transcriptional regulator EbgR	K	-
IODOLM_03141		Putative amino acid permease	E	-
IODOLM_03142	ygjJ	protein YgjJ	-	-
IODOLM_03144	fadH	NADPH-dependent 2,4-dienoyl-CoA reductase	C	-
IODOLM_03150		1,5-anhydro-D-fructose reductase	S	ko00562,ko01120,map00562,map01120
IODOLM_03151	alx	TerC family membrane protein Alx	P	-
IODOLM_03152	sstT	Serine/threonine transporter SstT	E	-
IODOLM_03153	ygjV	Inner membrane protein YgjV	S	-
IODOLM_03157		Exu regulon transcriptional regulator	K	-
IODOLM_03158		VTT domain-containing protein	S	-
IODOLM_03159	mzrA	Modulator protein MzrA	S	-
IODOLM_03160	yqjC	Protein YqjC	S	-
IODOLM_03161	yqjD	Uncharacterized protein YqjD	S	-
IODOLM_03162	yqjE	Inner membrane protein YqjE	S	-
IODOLM_03163	ftsH	Cell division protein FtsH	S	-
IODOLM_03164	doxX	DoxX family protein	S	-
IODOLM_03165	yqjG	glutathionyl-hydroquinone reductase YqjG	O	-
IODOLM_03166	yhaH	Inner membrane protein YhaH	S	-
IODOLM_03167	yhaI	Inner membrane protein YhaI	S	-
IODOLM_03168	yhaJ	DNA-binding transcriptional regulator YhaJ	K	-
IODOLM_03169		Pirin-related protein	S	-
IODOLM_03171	yhaM	UPF0597 protein YhaM	S	-
IODOLM_03175	tdcE	2-ketobutyrate formate-lyase/pyruvate formate-lyase	C	ko00620,ko00640,ko00650,ko01100,ko01120,map00620,map00640,map00650,map01100,map01120
IODOLM_03176		Propionate kinase	F	ko00430,ko00620,ko00640,ko00680,ko00720,ko01100,ko01120,ko01200,map00430,map00620,map00640,map00680,map00720,map01100,map01120,map01200
IODOLM_03177	tdcC	Threonine/serine transporter TdcC	E	-
IODOLM_03179	tdcA	HTH-type transcriptional regulator TdcA	K	-
IODOLM_03180	yhaB	Uncharacterized protein YhaB		
IODOLM_03181	yhaC	YhaC family protein		
IODOLM_03182		Glycerate 3-kinase	G	ko00260,ko00561,ko00630,ko01100,ko01120,ko01130,map00260,map00561,map00630,map01100,map01120,map01130
IODOLM_03183		2-hydroxy-3-oxopropionate reductase	I	ko00280,ko00630,ko01100,map00280,map00630,map01100
IODOLM_03187	prlF	type II toxin-antitoxin system antitoxin PrlF	K	-
IODOLM_03188	yhaV	type II toxin-antitoxin system ribonuclease toxin YhaV	K	-
IODOLM_03189	agaR	aga operon transcriptional regulator AgaR	K	-
IODOLM_03193		hypothetical protein	G	ko00052,map00052
IODOLM_03195	kbaY	D-tagatose-1,6-bisphosphate aldolase subunit KbaY	F	ko00052,ko01100,map00052,map01100
IODOLM_03196		N-acetylgalactosamine-specific PTS system EIIB component 1	G	ko00052,ko02060,map00052,map02060
IODOLM_03197		N-acetylgalactosamine permease IIC component 1	G	ko00052,ko02060,map00052,map02060
IODOLM_03204		Ribosomal RNA small subunit methyltransferase I	J	-
IODOLM_03205	lpoA	penicillin-binding protein activator LpoA	M	-
IODOLM_03206	yraN	UPF0102 protein YraN	L	-
IODOLM_03207	diaA	DnaA initiator-associating protein DiaA	J	ko00540,ko01100,map00540,map01100
IODOLM_03208	dolP	Outer membrane lipoprotein DolP	S	-
IODOLM_03209		Permease	S	-
IODOLM_03210	yraR	Putative NAD(P)-binding protein YraR	GM	-
IODOLM_03212		UPF0306 protein EH105704_02_02130	S	-
IODOLM_03215	ubiT	Ubiquinone biosynthesis accessory factor UbiT	I	-
IODOLM_03216		Protease	O	ko05120,map05120
